"generator","q","rtag","sample_size","rep","method","abs_ate_err","rand_index"
"sevt",0.5,"exp",1000,2,"tree_bayes",0.00933606755211785,0.828629032258065
"sevt",0.5,"exp",1000,2,"bhc",0.0274769666003276,0.820564516129032
"sevt",0.5,"exp",1000,2,"csbhc",0.00182005573427779,0.88508064516129
"sevt",0.5,"exp",1000,2,"dag_tabu",0.00080688954832997,0.931451612903226
"sevt",0.5,"exp",1000,2,"dag_pc",0.00233961346630329,0.520161290322581
"sevt",0.5,"exp",1000,2,"dag_bayes",0.000822202619039522,0.883064516129032
"dag",0.5,"exp",1000,2,"tree_bayes",0.00373767720071884,0.600806451612903
"dag",0.5,"exp",1000,2,"bhc",0.0415160922463816,0.715725806451613
"dag",0.5,"exp",1000,2,"csbhc",0,0.524193548387097
"dag",0.5,"exp",1000,2,"dag_tabu",0.0352132372669425,0.862903225806452
"dag",0.5,"exp",1000,2,"dag_pc",0.0787840064330755,0.717741935483871
"dag",0.5,"exp",1000,2,"dag_bayes",0.0352175691618567,0.862903225806452
"sevt",0.8,"exp",1000,2,"tree_bayes",0.135506838518287,0.514112903225806
"sevt",0.8,"exp",1000,2,"bhc",0.119701492096879,0.691532258064516
"sevt",0.8,"exp",1000,2,"csbhc",0.108323355780373,0.627016129032258
"sevt",0.8,"exp",1000,2,"dag_tabu",0.123501297773545,0.540322580645161
"sevt",0.8,"exp",1000,2,"dag_pc",0.123501297773545,0.540322580645161
"sevt",0.8,"exp",1000,2,"dag_bayes",0.12351059188672,0.540322580645161
"dag",0.8,"exp",1000,2,"tree_bayes",0.133417667989919,0.405241935483871
"dag",0.8,"exp",1000,2,"bhc",0.126963818536886,0.578629032258065
"dag",0.8,"exp",1000,2,"csbhc",0.132475545378505,0.491935483870968
"dag",0.8,"exp",1000,2,"dag_tabu",0.147011532611618,0.508064516129032
"dag",0.8,"exp",1000,2,"dag_pc",0.147011532611618,0.508064516129032
"dag",0.8,"exp",1000,2,"dag_bayes",0.147004844585029,0.508064516129032
"sevt",0,"unif",1000,2,"tree_bayes",0.0197596949836986,0.895161290322581
"sevt",0,"unif",1000,2,"bhc",0.00838754005681247,0.780241935483871
"sevt",0,"unif",1000,2,"csbhc",0.077048502579515,0.792338709677419
"sevt",0,"unif",1000,2,"dag_tabu",0.00959263100887159,1
"sevt",0,"unif",1000,2,"dag_pc",0.0211399561305872,0.967741935483871
"sevt",0,"unif",1000,2,"dag_bayes",0.00960691677279978,1
"dag",0,"unif",1000,2,"tree_bayes",0.018360953031691,0.844758064516129
"dag",0,"unif",1000,2,"bhc",0.0376274036744456,0.780241935483871
"dag",0,"unif",1000,2,"csbhc",0.00232306096441148,0.741935483870968
"dag",0,"unif",1000,2,"dag_tabu",0.0154195456884367,0.967741935483871
"dag",0,"unif",1000,2,"dag_pc",0.015857280196637,0.483870967741935
"dag",0,"unif",1000,2,"dag_bayes",0.0095735088864672,0.483870967741935
"sevt",0.5,"unif",1000,2,"tree_bayes",0.0311024842079591,0.798387096774194
"sevt",0.5,"unif",1000,2,"bhc",0.00184557142587671,0.76008064516129
"sevt",0.5,"unif",1000,2,"csbhc",0.0159534142813623,0.699596774193548
"sevt",0.5,"unif",1000,2,"dag_tabu",0.0255458412571984,0.883064516129032
"sevt",0.5,"unif",1000,2,"dag_pc",0.0198418207951222,0.520161290322581
"sevt",0.5,"unif",1000,2,"dag_bayes",0.0205225005651872,0.520161290322581
"dag",0.5,"unif",1000,2,"tree_bayes",0.0465531289308714,0.768145161290323
"dag",0.5,"unif",1000,2,"bhc",0.0317862488277733,0.546370967741935
"dag",0.5,"unif",1000,2,"csbhc",0.0306489153488657,0.590725806451613
"dag",0.5,"unif",1000,2,"dag_tabu",0.0200473192553578,0.612903225806452
"dag",0.5,"unif",1000,2,"dag_pc",NA,NA
"dag",0.5,"unif",1000,2,"dag_bayes",0.0200473192553578,0.612903225806452
"sevt",0.8,"unif",1000,2,"tree_bayes",0.246731942454269,0.497983870967742
"sevt",0.8,"unif",1000,2,"bhc",0.257541805573487,0.598790322580645
